Project Name,Ecological Site ID,Plot ID,Plot Key,Latitude_NAD83,Longitude_NAD83,Date Established,Date Visited,Bare Soil Pct,Foliar Cover Pct,Gap Cover 25 to 50 Pct,Gap Cover 51 to 100 Pct,Gap Cover 101 to 200 Pct,Gap Cover 200 Plus Pct,Gap Cover 25 Plus Pct,Sagebrush Cover Pct Any Hit,Average Woody Height cm,Average Herbaceous Height cm,Average NonSagebrush Shrub Height cm,Soil Stability All,Soil Stability Protected,Soil Stability Unprotected,Noxious Perennial Forb Cover Pct Any Hit,Noxious Annual Forb Cover Pct Any Hit,Noxious Perennial Grass Cover Pct Any Hit,Noxious Annual Grass Cover Pct Any Hit,Noxious Annual Forb Grass Cover Pct Any Hit,Noxious Perennial Forb Grass Cover Pct Any Hit,Noxious Succulent Cover Pct Any Hit,Noxious Shrub Cover Pct Any Hit,Noxious SubShrub Cover Pct Any Hit,Noxious Tree Cover Pct Any Hit,Number Noxious Plant Species,NonNoxious Perennial Forb Cover Pct Any Hit,NonNoxious Annual Forb Cover Pct Any Hit,NonNoxious Perennial Grass Cover Pct Any Hit,NonNoxious Annual Grass Cover Pct Any Hit,NonNoxious Annual Forb Grass Cover Pct Any Hit,NonNoxious Perennial Forb Grass Cover Pct Any Hit,NonNoxious Succulent Cover Pct Any Hit,NonNoxious Shrub Cover Pct Any Hit,NonNoxious SubShrub Cover Pct Any Hit,NonNoxious Tree Cover Pct Any Hit,Average NonNoxious Perennial Grass Height cm,Average Noxious Perennial Grass Height cm,DateLoadedInDb,Primary Key,Number NonNoxious Plant Species,Average Perennial Grass Height cm,Noxious Perennial Grass Cover Pct First Hit,Noxious Shrub Cover Pct First Hit,Total Litter Cover Pct First Hit,Noxious SubShrub Cover Pct First Hit,Noxious Succulent Cover Pct First Hit,Noxious Tree Cover Pct First Hit,Vagrant Lichen Cover Pct First Hit,Embedded Litter Cover Pct First Hit,Rock Cover Pct First Hit,Woody Litter Cover Pct First Hit,NonNoxious Annual Grass Cover Pct First Hit,NonNoxious Tree Cover Pct First Hit,Cyanobacteria Cover Pct First Hit,NonNoxious SubShrub Cover Pct First Hit,Water Cover Pct First Hit,Herbaceous Litter Cover Pct First Hit,NonNoxious Perennial Forb Cover Pct First Hit,Deposited Soil Cover Pct First Hit,NonNoxious Perennial Grass Cover Pct First Hit,Noxious Annual Forb Cover Pct First Hit,NonNoxious Annual Forb Cover Pct First Hit,Lichen Cover Pct First Hit,NonNoxious Shrub Cover Pct First Hit,Sagebrush Cover Pct First Hit,Noxious Perennial Forb Cover Pct First Hit,Noxious Annual Grass Cover Pct First Hit,NonNoxious Succulent Cover Pct First Hit,RH Rills,RH Water Flow Patterns,RH Bare Ground,RH Gullies,RH Wind Scoured Areas,RH Litter Movement,RH Soil Surface Resistance Erosion,RH Soil Surface Loss Degradation,RH Compaction,RH Functional Structure Group,RH Dead Dying Plant Parts,RH Litter Amount,RH Annual Production,RH Invasive Plants,RH Reproductive Capability Perennial,RH Comments Soil Site Stability,RH Comments Hydrologic Function,RH Comments Biotic Integrity,NonNoxious Plant Cover Pct Any Hit,Ecological Site Name,County,State,Sagebrush Cover Live Pct Any Hit,Average Sagebrush Live Height cm,Average Sagebrush Height cm,Sagebrush Shape Live Columnar Count,Sagebrush Shape Live Spread Count,Sagebrush Shape All Column Count,Sagebrush Shape All Spread Count,Sagebrush Shape Live Predominant,Sagebrush Shape All Predominant,Perennial Grass Cover Pct Any Hit,Perennial Forb Cover Pct Any Hit,AH_PerenForbGrassCover,Average Perennial Grass Forb Height cm,Average Perennial Forb Height cm,Shrub Cover Pct Any Hit,NonSagebrush Shrub Cover Pct Any Hit,Preferred Forb Species,Preferred Forb Cover Pct Any Hit,Number Preferred Forb Species,Annual Grass Cover Pct Any Hit,Grass Cover Pct Any Hit,Forb Cover Pct Any Hit,Tall Perennial Grass Cover Pct Any Hit,Short Perennial Grass Cover Pct Any Hit,Tall Perennial Grass Species,Short Perennial Grass Species,Average Tall Perennial Grass Height cm,Average Short Perennial Grass Height cm,Average Grass Height cm,Average Forb Height cm,Sagebrush Species,Noxious Cover Pct Any Hit,Noxious Species,Moss Cover Pct First Hit,Duff Cover Pct First Hit,DBKey,RH Pedestals Terracettes,RH Plant Community Composition,RH Biotic Integrity,RH Hydrologic Function,RH Soil Site Stability,AH_WoodyLitterCover,AH_HerbLitterCover,AH_TotalLitterCover,Purpose,PurposeFlag,Design,DesignFlag,Hgt_Shrub_Avg,x,y
New Mexico Taos FO 2016,R036XB007NM,WINTER-147,1.61E+15,36.816356,-105.90009,9/9/2016,9/9/2016,12.66666667,53.33333333,11.28,14.08,10.72,0,36.08,0,14.15789474,18.8,14.46666667,4.44444444,4.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,42.66666667,0.66666667,0.66666667,42.66666667,0,7.33333333,8,0,18.8,,9/1/2016,16091011274593142016-09-01,19,18.8,0,0,13.33333333,0,0,0,0,0,20.66666667,0,0.66666667,0,0,8,0,13.33333333,0,0,38.66666667,0,0,0,6,0,0,0,0,NS,SM,SM,NS,NS,NS,NS,NS,NS,SM,NS,SM,NS,NS,NS,,,,53.33333333,,Taos,NM,0,,,,,,,,,42.66666667,0.66666667,42.66666667,18.8,,7.33333333,7.33333333,,0,0,0.66666667,43.33333333,0.66666667,4,28.66666667,ELEL5; ACHY,BOGR2; MUTO2; ARPU9,16.5,17.58333333,18.8,,,0,,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,M,NS,NS,NS,NS,0,38,38,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,14.46666667,-11788745.21,4413540.828
New Mexico Taos FO 2016, UNKNOWN,STONE-292,1.61E+15,36.889606,-105.801852,9/9/2016,9/9/2016,21.33333333,39.33333333,12.88,20.73333333,12.33333333,0,45.94666667,7.33333333,14.62068966,10.85714286,13.68421053,4.05555556,5.1,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33333333,0,0,21.33333333,0,15.33333333,7.33333333,0,10.62962963,,9/1/2016,16091015340935992016-09-01,14,10.62962963,0,0,18.66666667,0,0,0,0,0,20.66666667,0,0,0,0,6,0,18.66666667,0,0,19.33333333,0,0,0,14,6,0,0,0,,,,,,,,,,,,,,,,,,,39.33333333,,Taos,NM,6,17.6,17.6,,,,,,,21.33333333,0,21.33333333,10.62962963,,15.33333333,12,,0,0,0,21.33333333,0,4.66666667,17.33333333,ELEL5; ACHY,BOGR2; MUTO2; ARPU9,13.46153846,8.07142857,10.85714286,,ARFR4; ARAR8,0,,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,,,,,,0,40,40,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,14,-11777809.4,4423731.267
New Mexico Taos FO 2016,R048AY005NM,MTN-196,1.61E+15,36.7345,-105.938657,8/6/2016,8/6/2016,14.66666667,42.66666667,7.17333333,19.88,24.26666667,16.28,67.6,0.66666667,19,41.93333333,,3.72222222,4,3.375,0,0,0,0,0,0,0,0,0,0,3,6.66666667,0.66666667,34,0,0.66666667,38.66666667,0,2,2.66666667,0,45.08333333,,9/1/2016,16081412561760622016-09-01,69,45.08333333,0,0,31.33333333,0,0,0,0,0,11.33333333,4.66666667,0,0,0,2,0,26.66666667,5.33333333,0,31.33333333,0,0.66666667,0,2,0.66666667,0,0,0,NS,NS,SM,NS,NS,SM,NS,SM,NS,M,NS,M,NS,M,NS,,,High litter amount probably due to high amount of annuals that have invaded site. Invasives are common and functional structure groups have been shifted from reference community.,42.66666667,,Taos,NM,0.66666667,12,12,,,,,,,34,6.66666667,38.66666667,46.11538462,58.5,2,1.33333333,,0,0,0,34,7.33333333,14,22,ACSC11; ACRO7; ACHY; ELEL5; FEAR2; SPCR; KOMA,BOGR2,50.66666667,28.33333333,45.08333333,34.5,ARTR2; ARFR4; ARNO4,0,VETH; CIAR4; LIVU2,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,NS,NS,SM,NS,NS,11.33333333,55.33333333,58,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,12,-11793038.47,4402164.665
New Mexico Taos FO 2016,R036XB018NM,STONE-291,1.61E+15,36.819218,-106.023066,7/26/2016,,,,14.76,21.42666667,8.48,8.78666667,53.45333333,,,,,3.22222222,4.09090909,1.85714286,,,,,,,0,,,,0,,,,,,,,,,,,,9/1/2016,16081415420943422016-09-01,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NS,SM,,NS,NS,NS,SM,NS,NS,SM,,,NS,NS,NS,,,,,,Taos,NM,,,,,,,,,,,,,,,,,,,0,,,,,,ELEL5; AGCR,BOGR2,,,,,ARNO4; ARFR4,,,,,NM_TaosFO_LUP_2016_5-3b_01.mdb,NS,SM,NS,NS,NS,,,,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,,-11802434.84,4413938.801
New Mexico Taos FO 2016,R036XB018NM,MAL-171,1.61E+15,36.80354,-106.0631,7/26/2016,7/26/2016,16.66666667,69.33333333,8.2,12.56,1.42666667,0,22.18666667,31.33333333,27.4137931,24.86206897,,3.61111111,4.22222222,3,0,0,0,0,0,0,0,0,0,0,0,2,0,23.33333333,0,0,25.33333333,0,31.33333333,4,0,27.7,,9/1/2016,16081415423183272016-09-01,25,27.7,0,0,10,0,0,0,0,0,4,0.66666667,0,0,0,4,0,9.33333333,1.33333333,0,14,0,0,0,27.33333333,27.33333333,0,0,0,NS,NS,NS,NS,NS,NS,NS,NS,NS,SM,NS,M,NS,NS,NS,,,,69.33333333,,Rio Arriba,NM,26,29,29,,,,,,,23.33333333,2,25.33333333,27.91666667,29,31.33333333,0,,0,0,0,23.33333333,2,19.33333333,5.33333333,ELEL5; KOMA,BOGR2,28.36842105,15,27.7,29,ARNO4,0,,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,NS,NS,NS,NS,NS,2,49.33333333,50,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,29,-11806891.4,4411758.885
New Mexico Taos FO 2016,R036XB018NM,STONE-293,1.61E+15,36.908718,-105.961331,9/10/2016,9/10/2016,24.66666667,35.33333333,14.37333333,25.30666667,11.74666667,2.97333333,54.4,0,20.92307692,18.58823529,22.28571429,4.22222222,5.33333333,3.11111111,0,0,0,0,0,0,0,0,0,0,1,0.66666667,0,6.66666667,0,0,7.33333333,0,27.33333333,2,0,21.7,,9/1/2016,16091109100925362016-09-01,19,21.7,0,0,13.33333333,0,0,0,0,0.66666667,26.66666667,0.66666667,0,0,0,2,0,12,0.66666667,0,5.33333333,0,0,0,27.33333333,0,0,0,0,NS,NS,SM,NS,NS,NS,NS,NS,NS,M,M,SM,NS,SM,NS,,,Nonnative species present; decadence of warm season bunchgrass; departure from reference plant community all indicate decreased biotic integrity.,35.33333333,,Taos,NM,0,18,18,,,,,,,6.66666667,0.66666667,7.33333333,17.2,8.2,27.33333333,27.33333333,,0,0,0,6.66666667,0.66666667,2.66666667,4,ELEL5; ACHY; SPCR,BOGR2; MUTO2; ARPU9,26,19.85714286,21.7,14.14285714,ARFR4; ARAR8,0,SATR12,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,SM,M,SM,NS,NS,1.33333333,30.66666667,33.33333333,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,22.28571429,-11795562.53,4426391.709
New Mexico Taos FO 2016,R036XB006NM,North Chiflo 08,1.61E+15,36.761003,-105.708258,6/4/2016,6/4/2016,18.66666667,40.66666667,12.28,19.74666667,28.69333333,0,60.72,4.66666667,17.25,17.6,,3.11111111,3,3.15384615,0,4,0,0,4,0,0,0,0,0,1,0.66666667,0,30,0,0,30,0,4.66666667,4.66666667,0,19.86956522,,9/1/2016,16060513302486762016-09-01,24,19.86956522,0,0,34,0,0,0,0,0,6.66666667,11.33333333,0,0,0,4,0,22.66666667,0,0,28,4,0,0,4.66666667,4.66666667,0,0,0,NS,NS,NS,NS,NS,M,SM,NS,NS,SM,NS,SM,NS,SM,NS,,,,37.33333333,,Taos,NM,4.66666667,11.75,11.75,,,,,,,30,0.66666667,30,19.86956522,,4.66666667,0,,0,0,0,30,4.66666667,12,18.66666667,ELEL5; AGCR,BOGR2,20.73684211,12.33333333,19.86956522,10.14285714,ARTR2,4,SATR12,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,NS,NS,NS,NS,NS,17.33333333,42.66666667,55.33333333,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,11.75,-11767390.56,4405846.665
New Mexico Taos FO 2016,R036XB006NM,Circa Cerro Montoso 04,1.61E+15,36.67058,-105.798061,5/31/2016,5/31/2016,17.33333333,73.33333333,7.78666667,14.54666667,7.09333333,0,29.42666667,22.66666667,38.35,37.96551724,,4.33333333,4.92307692,2.8,0,0,0,0,0,0,0,0,0,0,0,2,0,67.33333333,0,0,67.33333333,0,22.66666667,4.66666667,0,37.96551724,,9/1/2016,16060109544413022016-09-01,24,37.96551724,0,0,7.33333333,0,0,0,0,0,2,0.66666667,0,0,0,2.66666667,0,6.66666667,0,0,54.66666667,0,0,0,16,16,0,0,0,NS,SM,NS,NS,NS,NS,NS,NS,NS,NS,M,M,NS,NS,NS,,,,73.33333333,,Taos,NM,4.66666667,43.27272727,41.42857143,,,,,,,67.33333333,2,67.33333333,37.96551724,,22.66666667,0,,0,0,0,67.33333333,2,3.33333333,39.33333333,ACHY; ELEL5; SPCR,BOGR2; POSE,36,39.66666667,37.96551724,,ARFR4; ARTR2,0,,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,NS,SM,NS,NS,NS,4,35.33333333,37.33333333,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,41.42857143,-11777387.39,4393289.641
New Mexico Taos FO 2016,R036XB006NM,Circa Cerro Montoso 03,1.61E+15,36.673218,-105.80094,5/31/2016,5/31/2016,10.66666667,74.66666667,7.74666667,17.56,5.72,0,31.02666667,20,45.65,37.46666667,25,5.33333333,5.4375,4.5,0,0,0,0,0,0,0,0,0,0,0,2,0.66666667,66.66666667,0,0.66666667,66.66666667,0,20,2.66666667,0,37.46666667,,9/1/2016,16060113523738482016-09-01,25,37.46666667,0,0,8,0,0,0,0,0,6.66666667,1.33333333,0,0,0,2,0,6.66666667,0.66666667,0,52.66666667,0,0,0,19.33333333,19.33333333,0,0,0,NS,NS,NS,NS,NS,M,NS,NS,NS,SM,M,SM,NS,NS,NS,,,,74.66666667,,Taos,NM,0.66666667,53.375,50.11764706,,,,,,,66.66666667,2,66.66666667,37.46666667,,20,0,,0,0,0,66.66666667,2.66666667,5.33333333,36,ACHY; ELEL5; HECO26; SPCR,BOGR2; POSE,40.33333333,31.08333333,37.46666667,,ARFR4; ARTR2,0,,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,SM,NS,NS,NS,NS,6,30.66666667,34.66666667,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,48.72222222,-11777707.88,4393655.77
New Mexico Taos FO 2016,R036XB006NM,Circa Cerro Montoso 02,1.61E+15,36.705521,-105.750773,6/1/2016,6/1/2016,7.33333333,89.33333333,6.25333333,2.86666667,0,5.89333333,15.01333333,20,44.27777778,39.96666667,,4,4.33333333,3.33333333,0,0,0,0,0,0,0,0,0,0,1,0,1.33333333,84.66666667,0,1.33333333,84.66666667,0,20,0,0,40.34482759,,9/1/2016,16060207013997192016-09-01,29,40.34482759,0,0,3.33333333,0,0,0,0,0,0,0.66666667,0,0,0,0,0,2.66666667,0,0,72,0,0,0,17.33333333,17.33333333,0,0,0,NS,NS,NS,NS,NS,NS,SM,NS,NS,NS,M,M,NS,NS,NS,,,,89.33333333,,Taos,NM,2,35.5,46.17647059,,,,,,,84.66666667,0,84.66666667,39.96666667,29,20,0,,0,0,0,84.66666667,1.33333333,1.33333333,58,ELEL5; ACHY; SPCR; AGCR,POSE; BOGR2; MUTO2,,37.19047619,40.34482759,29,ARTR2,0,SATR12,0,0,NM_TaosFO_LUP_2016_5-3b_01.mdb,NS,NS,NS,NS,NS,4.66666667,48.66666667,51.33333333,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,46.17647059,-11772123.31,4398140.139
New Mexico Taos FO 2017,R036XB018NM,Stateline 01,1.71E+14,36.97637701,-105.9633791,8/6/2017,8/6/2017,36,43.33333333,11.22666667,21.26666667,7.08,0,39.57333333,14,20.51851852,17.85185185,20.33333333,5.16666667,5.58333333,4.33333333,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,14.66666667,0,0,15.33333333,0,20,16.66666667,0,20.52380952,,9/1/2017,1708071151248542017-09-01,17,20.52380952,0,0,8.66666667,0,0,0,0.66666667,0,11.33333333,0.66666667,0,0,0,14,0,8,0.66666667,0,8.66666667,0,0,0,20,11.33333333,0,0,0,NS,NS,M,NS,NS,NS,NS,NS,NS,M,NS,M,,NS,NS,,,,43.33333333,,Taos,NM,12.66666667,22,23.75,,,,,,,14.66666667,1.33333333,15.33333333,18.07692308,7.8,20,20,,0,0,0,14.66666667,1.33333333,6,9.33333333,ELEL5; ACSC11,BOGR2; MUTO2,22.78571429,16,20.52380952,8.5,ARFR4,0,,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,NS,SM,NS,NS,NS,0.66666667,35.33333333,36,Range,Allotment Monitoring,Targeted,Randomly located within Allotment,20.33333333,-11795790.52,4435815.389
New Mexico Taos FO 2017,F036XA001NM,East Montoso (north) 03,1.71E+15,36.68187104,-105.7354511,7/4/2017,7/4/2017,21.33333333,54.66666667,3.01333333,13.74666667,19.26666667,18.46666667,54.49333333,27.33333333,187.3333333,10.8,,3.94444444,4.41666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,0,0.66666667,0,27.33333333,0,30.66666667,11.5,,9/1/2017,17070509064965912017-09-01,21,11.5,0,0,21.33333333,0,0,0,0,0,2.66666667,3.33333333,0,30.66666667,0,0,0,18,0,0,0.66666667,0,0,0,23.33333333,23.33333333,0,0,0,,,,,,,,,,,,,,,,,,,54.66666667,,Taos,NM,18.66666667,93.875,82.9,,,,,,,0.66666667,0,0.66666667,10.8,8,27.33333333,0,,0,0,0,0.66666667,0,0,0.66666667,ACSC11; ELEL5; POPR,BOGR2,31,5,11.5,8,ARTR2,0,,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,,,,,,12.66666667,66,73.33333333,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,82.9,-11770417.69,4394856.819
New Mexico Taos FO 2017,R036XB006NM,LOAMY-125,1.71E+15,36.38256208,-105.7336422,8/8/2017,8/8/2017,44.66666667,44,13.30666667,13.68,12.02666667,2.92,41.93333333,20,35.42857143,17.19047619,,3,3.7,2.125,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,14,0.66666667,20,18,0,17.19047619,,9/1/2017,17080910103112202017-09-01,7,17.19047619,0,0,8.66666667,0,0,0,0,0,2.66666667,2.66666667,0,0,0,12.66666667,0,6,0,0,10.66666667,0,0,0,20,20,0,0,0.66666667,NS,M,M,NS,NS,SM,M,SM,NS,ET,NS,NS,,SM,M,Decreased soil stability and obvious soil loss indicate site instability.,Size and amount of water flow patterns indicate reduced hydrologic function.,"Plant community is very departed from reference. Lacking in diversity, with only two grass species observed. Additionally, the plants that are present do not appear healthy and vigorous.",44,,Taos,NM,16,62.66666667,53.57142857,,,,,,,14,0,14,17.19047619,,20,0,,0,0,0,14,0,6,8,PLJA; HECO26,BOGR2,18.8,13.16666667,17.19047619,,ARTR2,0,BRTE,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,M,M,M,M,M,4,24.66666667,26.66666667,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,53.57142857,-11770216.31,4353390.628
New Mexico Taos FO 2017,R048AY005NM,MTN-202,1.71E+15,36.75571103,-105.7169201,9/1/2017,9/1/2017,2.66666667,55.33333333,3.72,9.94666667,11.61333333,39.30666667,64.58666667,0,248.7058824,23.9375,39,4.94444444,5.54545455,4,0,0,0,0,0,0,0,0,0,0,0,2.66666667,0,7.33333333,0,0,10,1.33333333,0.66666667,0,45.33333333,23.5,,9/1/2017,17090210084450292017-09-01,21,23.5,0,0,26,0,0,0,0,0,16,14.66666667,0,45.33333333,0,0,0,11.33333333,2.66666667,0,5.33333333,0,0,0,0.66666667,0,0,0,1.33333333,NS,ME,NS,NS,NS,M,NS,NS,NS,M,NS,ME,,NS,NS,"Water flow patterns, pedestaling, and terracettes indicate decreased soil stability.",Litter movement and pedstaling indicates overland flow and poor infiltration.,,55.33333333,,Taos,NM,0,,,,,,,,,7.33333333,2.66666667,10,23.9375,24.66666667,0.66666667,0.66666667,,0,0,0,7.33333333,2.66666667,1.33333333,6,ACSC11; ACRO7,BOGR2; POSE,,24.83333333,23.5,24.66666667,ARTR2,0,,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,M,SM,NS,SM,SM,26,62.66666667,70,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,39,-11768354.82,4405111.362
New Mexico Taos FO 2017,F036XA001NM,OTHER-228,1.71E+14,36.78930902,-105.7531501,9/1/2017,9/1/2017,16.66666667,73.33333333,3.50666667,2.01333333,1.45333333,0,6.97333333,15.33333333,36.25,26,69,4.72222222,5.07692308,3.8,0,1.33333333,0,0,1.33333333,0,0,0,0,0,1,1.33333333,14.66666667,58,0,14.66666667,58.66666667,0,15.33333333,0,0,26,,9/1/2017,1709021528062062017-09-01,14,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,49.33333333,0.66666667,8,0,15.33333333,15.33333333,0,0,0,,,,,,,,,,,,,,,,,,,72.66666667,,Taos,NM,10.66666667,33.125,33.27272727,,,,,,,58,1.33333333,58.66666667,26,,15.33333333,0,,0,0,0,58,17.33333333,0,3.33333333,AGCR,BOGR2; MUTO2,,41,26,,ARTR2,1.33333333,SATR12,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,,,,,,2.66666667,53.33333333,54.66666667,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,36.25,-11772387.93,4409780.557
New Mexico Taos FO 2017, UNKNOWN,LOAMY-122,1.71E+15,36.51196406,-105.7337271,9/2/2017,9/2/2017,52.66666667,40,11.90666667,20.92,22.12,6.90666667,61.85333333,20,33.7826087,24.72,26,3.61111111,4.625,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,20,9.33333333,0,24.72,,9/1/2017,17090309431334142017-09-01,11,24.72,0,0,6.66666667,0,0,0,0,0,0.66666667,0,0,0,0,7.33333333,0,6.66666667,0,0,14,0,0,0,18.66666667,18.66666667,0,0,0,,,,,,,,,,,,,,,,,,,40,,Taos,NM,14.66666667,47.09090909,44.5,,,,,,,16,0,16,24.72,,20,0,,0,0,0,16,0,0.66666667,1.33333333,ELEL5,BOGR2; MUTO2; ARPU9,26,3,24.72,,ARTR2; ARFR4,0,,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,,,,,,1.33333333,29.33333333,30.66666667,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,43.26666667,-11770225.77,4371298.261
New Mexico Taos FO 2017,R051XA009NM,WINTER-152,1.71E+15,36.89590902,-105.9174981,9/11/2017,9/11/2017,23.33333333,60.66666667,7.18666667,10.85333333,5.56,0,23.6,0,16.25,27.64285714,16.25,3.77777778,4.57142857,3.27272727,0,12.66666667,0,0,12.66666667,0,0,0,0,0,3,0,0,39.33333333,0,0,39.33333333,0,16.66666667,0.66666667,0,29.21428571,,9/1/2017,17091212591331232017-09-01,13,29.21428571,0,0,2.66666667,0,0,0,0,0,13.33333333,0,0,0,0,0.66666667,0,2.66666667,0,0,36,11.33333333,0,0,12.66666667,0,0,0,0,NS,ME,M,NS,NS,SM,NS,M,NS,M,NS,SM,,ET,NS,"Bare ground, water flow patterns, and pedestaling indicate loss of soil stability.","Water flow patterns, bare ground, and decreased soil stability leave plot vulnerable to hydrologic events.",Plot dominated by invasive species SATR12.,52,,Taos,NM,0,,,,,,,,,39.33333333,0,39.33333333,29.21428571,,16.66666667,16.66666667,,0,0,0,39.33333333,12.66666667,7.33333333,24,ELEL5; SPCR,BOGR2; MUTO2,37,30.09090909,29.21428571,26.07142857,,12.66666667,SATR12; SIAL2; BASC5,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,ME,ME,SM,SM,SM,0.66666667,26.66666667,27.33333333,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,16.25,-11790683.07,4424608.59
New Mexico Taos FO 2017,R036XB007NM,MAL-177,1.71E+15,36.79931802,-105.7525831,9/19/2017,9/19/2017,37.33333333,48.66666667,16.49333333,18.37333333,4.92,0,39.78666667,0.66666667,15.21428571,21.64285714,15.18518519,4.5,5,3.5,0,0.66666667,0,0,0.66666667,0,0,0,0,0,1,0,0,34,0,0,34,0,21.33333333,0.66666667,0,21.64285714,,9/1/2017,17092009282939092017-09-01,12,21.64285714,0,0,5.33333333,0,0,0,0,0,8.66666667,0,0,0,0,0.66666667,0,5.33333333,0,0,30.66666667,0.66666667,0,0,16.66666667,0.66666667,0,0,0,NS,SM,M,NS,NS,SM,NS,NS,NS,SM,NS,SM,,SM,NS,,,,48,,Taos,NM,0.66666667,,,,,,,,,34,0,34,21.64285714,,21.33333333,20.66666667,,0,0,0,34,0.66666667,26,9.33333333,ELEL5; AGCR; SPCR,BOGR2; MUTO2,20.85714286,22.42857143,21.64285714,,ARTR2,0.66666667,SATR12,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,SM,NS,NS,NS,NS,0,33.33333333,33.33333333,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,15.18518519,-11772324.81,4411171.928
New Mexico Taos FO 2017,R051XA001NM,LOAMY-124,1.71E+15,36.80684902,-105.7959831,9/19/2017,9/19/2017,43.33333333,36,6.72,18.61333333,19.66666667,34.06666667,79.06666667,0.66666667,18.6,15.51724138,18.6,2.11111111,2.66666667,2,0,18,0,0,18,0,0,0,0,0,2,0,0,18,0,0,18,0,2.66666667,0.66666667,0,20.25,,9/1/2017,17092013113871642017-09-01,9,20.25,0,0,20.66666667,0,0,0,0,0,0,2.66666667,0,0,0,0.66666667,0,18,0,0,16.66666667,16,0,0,2.66666667,0.66666667,0,0,0,,,,,,,,,,,,,,,,,,,20,,Taos,NM,0.66666667,,,,,,,,,18,0,18,20.25,,2.66666667,2.66666667,,0,0,0,18,18,0.66666667,5.33333333,ELEL5,BOGR2,,20.33333333,20.25,13.71428571,ARFR4,18,BASC5; SATR12,0,0,NM_TaosFO_LUP_2017_5-3b_01.mdb,,,,,,4,31.33333333,34,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,18.6,-11777156.08,4412218.946
